customer_id,customer_name,gender,age,city,country,customer_segment,order_id,order_date,shipping_date,delivery_date,order_status,product_id,product_name,product_category,sub_category,brand,supplier_name,quantity,unit_price,total_amount,discount_percentage,shipping_cost,profit,profit_margin,warehouse_location,shipping_provider,delivery_time_days,customer_rating,review_sentiment,return_flag,product_views,add_to_cart_count,conversion_rate,repeat_purchase_flag,payment_method,sales_channel
CUST9165,Cathy Rodriguez,M,50,Nairobi,Kenya,new,ORD000024,15/09/2024,09-17-2024,2024-09-19,returned,PROD620,Zentrix Cooling,Home Appliances,Cooling,Zentrix,SupplyHub Ltd,5,1296.18,6480.9,0.15,110.28,2013.04,31.06,Accra,GIG,2,4.0,negative,Y,4571,782,0.11,N,cash,store
CUST6272,Keith Baker,F,33,Accra,South Africa,new,ORD000025,04-21-2024,20/04/2024,04-24-2024,returned,PROD911,Zentrix VR,Gaming,VR,Zentrix,NextWave,1,255.38,255.38,5.98,137.01,-36.15,-14.16,lagos,GIG,4,1.0,,Y,2823,408,0.04,N,card,marketplace
CUST9742,Raymond Phillips,M,58,Nairobi,South Africa,VIP,ORD000026,2022-03-15,03-18-2022,03-18-2022,Returned,PROD192,HyperGrid Cooling,Home Appliances,Cooling,HyperGrid,SupplyHub Ltd,2,1071.6,2143.2,17.6,59.35,-149.89,-6.99,Accra,GIG,0,2.0,neutral,Yes,3183,635,0.06,N,transfer,store
CUST3344,Ronald Atkinson,F,34,Abuja,Kenya,returning,ORD000027,08-10-2024,2024-08-11,2024-08-20,returned,PROD406,HyperGrid Shoes,Fashion,Shoes,HyperGrid,GlobalTech,8,127.71,1021.68,34.32,88.35,404.57,39.6,LAGOS,DHL,9,3.0,positive,no,451,78,1.77,N,cash,marketplace
CUST4770,Charles Bailey,M,32,Nairobi,Ghana,returning,ORD000028,10-08-2022,10-12-2022,2022-10-12,Returned,PROD693,Auralis Consoles,Gaming,Consoles,Auralis,PrimeSource,2,360.83,721.66,52.59,58.05,90.92,12.6,LAGOS,FedEx,0,4.0,negative,N,2824,118,0.07,No,card,mobile_app
CUST4696,Kimberly Flores,F,61,Abuja,Kenya,new,ORD000029,03-19-2024,2024-03-18,21/03/2024,Returned,PROD490,Auralis Shoes,Fashion,Shoes,Auralis,SupplyHub Ltd,4,284.09,1136.36,38.86,97.13,119.71,10.53,LAGOS,GIG,3,,positive,Y,4085,119,0.1,No,transfer,mobile_app
CUST7367,Joseph Delgado,F,65,Nairobi,South Africa,returning,ORD000030,2022-11-13,15/11/2022,11-24-2022,returned,PROD806,Auralis Men Wear,Fashion,Men Wear,Auralis,PrimeSource,8,121.55,972.4,54.1,98.5,-113.48,-11.67,LAGOS,FedEx,9,4.0,positive,N,1787,329,0.45,N,card,website
CUST6464,Denise Warner,male,54,lagos,Nigeria,returning,ORD000031,2023-03-01,04/03/2023,2023-03-06,cancelled,PROD979,Zentrix Laptops,Electronics,Laptops,Zentrix,PrimeSource,5,2036.58,10182.9,47.31,90.38,-1439.05,-14.13,LAGOS,DHL,2,1.0,positive,No,3722,371,0.13,no,card,store
CUST9254,Daniel White,female,20,Nairobi,Kenya,new,ORD000032,05/03/2022,04/03/2022,03-10-2022,Delivered,PROD554,NovaTech VR,Gaming,VR,NovaTech,SupplyHub Ltd,6,814.73,4888.38,19.51,149.22,693.2,14.18,Abuja,,6,,positive,N,4566,739,0.13,No,cash,store
CUST4743,Zachary Cooper,Female,43,Abuja,Nigeria,new,ORD000033,03/10/2023,2023-10-07,10-10-2023,returned,PROD951,NovaTech Smartphones,Electronics,Smartphones,NovaTech,SupplyHub Ltd,7,422.1,2954.7,33.7,52.8,-244.57,-8.28,LAGOS,GIG,3,3.0,negative,Y,898,148,0.78,N,transfer,mobile_app
CUST8900,Maurice Neal,Male,40,Cape Town,Kenya,new,ORD000034,25/07/2023,07-28-2023,07-30-2023,cancelled,PROD773,Auralis Accessories,Electronics,Accessories,Auralis,SupplyHub Ltd,3,828.52,2485.56,8.6,100.31,-277.71,-11.17,Lagos,DHL,2,4.0,,Y,1339,190,0.22,no,wallet,website
CUST1861,Sally Maddox,female,21,Nairobi,Nigeria,new,ORD000035,18/05/2024,20/05/2024,28/05/2024,delivered,PROD540,NovaTech Laptops,Electronics,Laptops,NovaTech,GlobalTech,8,1411.95,11295.6,12.27,142.07,3072.88,27.2,LAGOS,UPS,8,,,yes,1108,98,0.72,N,transfer,marketplace
CUST2180,Melissa Johnston,F,20,Abuja,Nigeria,new,ORD000036,06-09-2022,14/06/2022,06-18-2022,returned,PROD217,HyperGrid Gaming Accessories,Gaming,Gaming Accessories,HyperGrid,SupplyHub Ltd,6,874.09,5244.54,26.2,20.35,470.03,8.96,Abuja,,4,3.0,neutral,Y,1427,40,0.42,N,card,mobile_app
CUST6724,Sarah Maxwell,F,27,lagos,Nigeria,new,ORD000037,2023-02-09,02-09-2023,2023-02-17,delivered,PROD872,OmniCore Gaming Accessories,Gaming,Gaming Accessories,OmniCore,,8,1185.86,9486.88,58.26,50.84,871.56,9.19,Abuja,GIG,8,5.0,positive,Y,4206,76,0.19,no,cash,store
CUST1616,Oscar Wood,M,22,Nairobi,Nigeria,returning,ORD000038,11-04-2024,11-06-2024,11-12-2024,Delivered,PROD767,Zentrix VR,Gaming,VR,Zentrix,GlobalTech,8,1001.52,8012.16,58.94,17.23,1645.46,20.54,Lagos,FedEx,6,5.0,neutral,Y,3104,290,0.26,No,cash,marketplace
CUST1857,Beth Roberts,F,39,Lagos,Kenya,new,ORD000039,03-02-2024,03-03-2024,03-06-2024,delivered,PROD696,Zentrix Men Wear,Fashion,Men Wear,Zentrix,GlobalTech,5,129.75,648.75,18.57,59.62,185.16,28.54,lagos,,3,5.0,negative,Yes,3020,317,0.17,No,transfer,marketplace
CUST8967,Barbara Stevens,male,27,Lagos,Kenya,returning,ORD000040,07-27-2022,07-30-2022,2022-08-06,pending,PROD234,OmniCore Shoes,Fashion,Shoes,OmniCore,NextWave,3,235.91,707.73,26.26,64.57,157.12,22.2,lagos,GIG,7,4.0,neutral,no,2009,159,0.15,No,transfer,marketplace
CUST8218,Rebecca Bush,M,42,Accra,South Africa,VIP,ORD000041,2023-02-13,18/02/2023,2023-02-26,pending,PROD667,NovaTech Gaming Accessories,Gaming,Gaming Accessories,NovaTech,,2,1100.57,2201.14,26.25,142.23,-61.37,-2.79,Abuja,UPS,8,4.0,negative,yes,3213,84,0.06,Y,transfer,website
CUST6221,Andrea Wade,F,59,LAGOS,Ghana,new,ORD000042,08-11-2023,2023-08-16,08-22-2023,returned,PROD105,NovaTech VR,Gaming,VR,NovaTech,SupplyHub Ltd,5,789.32,3946.6,46.57,39.46,-327.5,-8.3,lagos,GIG,6,1.0,positive,No,4938,549,0.1,No,transfer,mobile_app
CUST5772,Cynthia Guerrero,female,40,lagos,South Africa,new,ORD000043,2022-06-25,06-28-2022,07-02-2022,cancelled,PROD994,HyperGrid Laptops,Electronics,Laptops,HyperGrid,SupplyHub Ltd,7,2456.39,17194.73,43.98,96.1,4716.96,27.43,LAGOS,FedEx,4,2.0,,N,3970,647,0.18,No,transfer,website
CUST8498,David May,male,20,Cape Town,Ghana,VIP,ORD000044,09/10/2023,10-10-2023,17/10/2023,Returned,PROD295,Auralis Accessories,Electronics,Accessories,Auralis,GlobalTech,1,2191.34,2191.34,44.6,134.72,137.3,6.27,lagos,GIG,7,5.0,negative,Yes,3527,81,0.03,No,transfer,marketplace
CUST6262,Heather Rowe,M,60,LAGOS,Kenya,new,ORD000045,22/05/2024,22/05/2024,01/06/2024,Delivered,PROD545,Auralis Shoes,Fashion,Shoes,Auralis,SupplyHub Ltd,2,163.66,327.32,1.87,128.06,72.98,22.3,Abuja,DHL,10,3.0,negative,No,4696,34,0.04,N,transfer,store
CUST7077,Dale Bartlett,Male,54,lagos,Kenya,new,ORD000046,2023-07-25,07-25-2023,2023-07-25,returned,PROD220,Auralis VR,Gaming,VR,Auralis,GlobalTech,8,1198.56,9588.48,8.14,15.74,-527.74,-5.5,Abuja,DHL,0,3.0,negative,N,581,71,1.38,N,wallet,marketplace
CUST3580,Charles Knapp,F,58,lagos,Kenya,returning,ORD000047,2022-09-06,06/09/2022,2022-09-07,Returned,PROD922,OmniCore Women Wear,Fashion,Women Wear,OmniCore,PrimeSource,2,220.74,441.48,24.57,88.36,-35.79,-8.11,LAGOS,DHL,1,3.0,neutral,no,4865,187,0.04,yes,cash,website
CUST3034,Andrea Long DVM,M,28,lagos,Kenya,VIP,ORD000048,07/04/2023,2023-04-08,15/04/2023,delivered,PROD740,Auralis Men Wear,Fashion,Men Wear,Auralis,,2,283.65,567.3,43.24,92.75,177.79,31.34,Accra,DHL,7,,positive,N,4774,272,0.04,N,transfer,store
CUST1496,Tracy Hamilton,F,52,LAGOS,Kenya,new,ORD000049,2024-04-11,04-12-2024,2024-04-18,delivered,PROD595,HyperGrid Gaming Accessories,Gaming,Gaming Accessories,HyperGrid,PrimeSource,6,920.91,5525.46,58.52,23.96,297.25,5.38,Accra,DHL,6,3.0,,yes,1204,25,0.5,No,wallet,store
CUST7850,Jesus Parrish,male,38,Accra,Kenya,new,ORD000050,23/11/2022,25/11/2022,02/12/2022,returned,PROD502,OmniCore Smartphones,Electronics,Smartphones,OmniCore,NextWave,4,694.83,2779.32,39.26,73.24,403.5,14.52,Lagos,GIG,7,3.0,,Y,420,52,0.95,No,transfer,marketplace
CUST5728,Timothy Taylor,female,46,Cape Town,Kenya,returning,ORD000051,01/09/2022,01/09/2022,01/09/2022,cancelled,PROD303,OmniCore Men Wear,Fashion,Men Wear,OmniCore,,7,58.37,408.59,27.42,92.91,54.56,13.35,LAGOS,,0,5.0,negative,no,2805,520,0.25,no,cash,marketplace
CUST8780,James Soto,M,39,Nairobi,Nigeria,VIP,ORD000052,09-23-2023,09-28-2023,2023-10-08,cancelled,PROD771,OmniCore Gaming Accessories,Gaming,Gaming Accessories,OmniCore,,4,810.48,3241.92,50.47,26.43,727.49,22.44,Lagos,,10,,positive,No,2619,429,0.15,yes,cash,mobile_app
CUST7723,Allen Dominguez,female,48,Cape Town,Nigeria,returning,ORD000053,28/11/2024,11-28-2024,05/12/2024,cancelled,PROD277,HyperGrid Gaming Accessories,Gaming,Gaming Accessories,HyperGrid,,6,864.78,5188.68,15.86,75.21,1953.72,37.65,LAGOS,,7,3.0,negative,N,1748,251,0.34,Y,cash,marketplace
CUST5480,Rachel Ramos,female,61,Accra,South Africa,VIP,ORD000054,2024-03-19,24/03/2024,2024-03-28,Returned,PROD552,Auralis Laptops,Electronics,Laptops,Auralis,NextWave,4,664.76,2659.04,36.94,90.09,-44.27,-1.66,Accra,FedEx,4,,,Y,3919,103,0.1,N,transfer,website
CUST3587,Sarah Irwin,Female,48,Nairobi,Ghana,returning,ORD000055,08-12-2023,2023-08-13,2023-08-16,pending,PROD856,NovaTech Cooling,Home Appliances,Cooling,NovaTech,PrimeSource,7,346.1,2422.7,29.72,140.81,918.62,37.92,LAGOS,DHL,41,3.0,negative,No,4500,537,0.16,No,transfer,store
CUST5470,Joshua Gonzalez,Male,39,lagos,South Africa,returning,ORD000056,17/01/2023,16/01/2023,01-26-2023,pending,PROD725,HyperGrid Kitchen,Home Appliances,Kitchen,HyperGrid,NextWave,6,1036.96,6221.76,14.88,42.81,-127.32,-2.05,LAGOS,UPS,10,1.0,negative,N,2995,242,0.2,Yes,card,store
CUST6026,Emily Rice,F,50,Nairobi,Kenya,returning,ORD000057,2023-08-28,2023-08-29,2023-09-06,returned,PROD865,OmniCore Cleaning,Home Appliances,Cleaning,OmniCore,GlobalTech,7,1377.92,9645.44,45.71,103.65,1713.97,17.77,Lagos,,8,1.0,positive,Yes,4536,518,0.15,yes,transfer,mobile_app
CUST6375,Rhonda Long,Female,25,Nairobi,Ghana,returning,ORD000058,28/09/2024,2024-09-27,04/10/2024,delivered,PROD677,NovaTech Gaming Accessories,Gaming,Gaming Accessories,NovaTech,,8,417.18,26699.52,13.07,15.59,2216.96,8.3,Lagos,,7,1.0,,Yes,2401,210,0.33,yes,transfer,store
CUST7135,Karen Jenkins,Female,46,Cape Town,South Africa,new,ORD000059,2022-09-30,2022-10-04,10-08-2022,returned,PROD328,NovaTech Cooling,Home Appliances,Cooling,NovaTech,SupplyHub Ltd,5,1106.73,5533.65,27.64,27.49,-256.41,-4.63,Lagos,DHL,4,1.0,neutral,yes,601,13,0.83,N,card,store
CUST1797,Leslie Gallagher,Male,43,Abuja,Ghana,returning,ORD000060,26/04/2022,2022-04-26,05-03-2022,cancelled,PROD712,Auralis Shoes,Fashion,Shoes,Auralis,PrimeSource,5,165.95,829.75,33.4,90.79,211.06,25.44,lagos,GIG,7,,negative,N,3172,538,0.16,Y,cash,store
CUST3444,Lori Phillips,male,52,Abuja,Ghana,returning,ORD000061,2023-09-08,13/09/2023,2023-09-23,cancelled,PROD670,OmniCore Gaming Accessories,Gaming,Gaming Accessories,OmniCore,PrimeSource,7,1118.34,7828.38,5.55,110.06,-354.12,-4.52,LAGOS,GIG,10,1.0,neutral,no,4628,223,0.15,No,transfer,marketplace
CUST5967,Alison Clark,Male,31,lagos,Nigeria,returning,ORD000062,09-07-2024,09-07-2024,2024-09-17,returned,PROD429,Auralis Cooling,Home Appliances,Cooling,Auralis,NextWave,8,602.96,4823.68,5.92,147.29,522.02,10.82,LAGOS,FedEx,10,5.0,neutral,N,1245,5,0.64,Y,cash,marketplace
CUST3497,Stephanie Webster,male,42,Accra,Ghana,new,ORD000063,11-23-2023,11-24-2023,11-30-2023,returned,PROD850,Auralis Consoles,Gaming,Consoles,Auralis,PrimeSource,3,719.24,2157.72,3.52,9.9,681.16,31.57,Lagos,DHL,6,2.0,positive,N,1287,5,0.23,No,cash,marketplace
CUST1990,Dalton Kelly,F,57,Abuja,South Africa,new,ORD000064,2024-12-25,2024-12-28,01-02-2025,pending,PROD393,NovaTech Shoes,Fashion,Shoes,NovaTech,,7,49.96,349.72,11.52,81.34,104.35,29.84,LAGOS,GIG,5,4.0,neutral,N,1900,154,0.37,N,card,website
CUST2531,Miss Sandra Adkins,Female,53,Abuja,Nigeria,returning,ORD000065,17/12/2022,12-16-2022,22/12/2022,cancelled,PROD143,Zentrix Accessories,Electronics,Accessories,Zentrix,PrimeSource,8,823.52,6588.16,39.49,31.01,2093.29,31.77,Lagos,FedEx,6,4.0,positive,Y,1380,124,0.58,no,cash,marketplace
CUST7288,Brittany Francis,male,62,Nairobi,Nigeria,returning,ORD000066,10/12/2023,2023-12-09,2023-12-09,Returned,PROD130,Auralis Gaming Accessories,Gaming,Gaming Accessories,Auralis,NextWave,8,345.02,2760.16,22.8,116.96,34.39,1.25,lagos,DHL,0,2.0,,Y,3004,110,0.27,Yes,card,marketplace
CUST8286,Anthony Richards,M,24,lagos,Nigeria,new,ORD000067,07-08-2024,11/07/2024,2024-07-18,Delivered,PROD667,NovaTech Laptops,Electronics,Laptops,NovaTech,,6,2186.55,13119.3,33.57,148.95,-216.36,-1.65,Accra,FedEx,7,3.0,negative,Y,4089,150,0.15,No,transfer,store
CUST5521,Jesse Fletcher,Female,22,LAGOS,Kenya,VIP,ORD000068,2024-10-12,15/10/2024,2024-10-23,delivered,PROD505,Auralis Men Wear,Fashion,Men Wear,Auralis,,7,113.73,796.11,58.45,24.74,20.99,2.64,lagos,GIG,8,3.0,negative,N,4072,590,0.17,yes,wallet,store
CUST5592,Kelly Montgomery,Female,41,Lagos,Ghana,returning,ORD000069,2023-01-04,01-08-2023,15/01/2023,pending,PROD916,Auralis Cleaning,Home Appliances,Cleaning,Auralis,SupplyHub Ltd,7,294.85,2063.95,25.39,59.66,200.18,9.7,Accra,GIG,7,4.0,positive,Y,4448,609,0.16,N,card,website
CUST5067,Jeffrey Walker,M,28,Nairobi,Nigeria,returning,ORD000070,29/03/2024,2024-04-03,2024-04-07,Delivered,PROD622,OmniCore Men Wear,Fashion,Men Wear,OmniCore,,4,236.26,945.04,20.7,8.56,-87.41,-9.25,Abuja,DHL,4,2.0,negative,Y,2860,467,0.14,yes,cash,marketplace
CUST8801,Mackenzie Olson,F,62,Abuja,Kenya,new,ORD000071,2022-04-02,2022-04-07,17/04/2022,pending,PROD919,Zentrix Accessories,Electronics,Accessories,Zentrix,PrimeSource,3,1469.39,4408.17,37.79,32.03,932.41,21.15,Abuja,DHL,10,4.0,,No,86,7,3.49,No,wallet,website
CUST2667,Julie Mclaughlin,female,29,LAGOS,Kenya,new,ORD000072,22/08/2022,08-23-2022,09-01-2022,Returned,PROD501,OmniCore VR,Gaming,VR,OmniCore,SupplyHub Ltd,6,857.27,5143.62,55.12,90.57,1129.85,21.97,LAGOS,DHL,9,,negative,N,1208,131,0.5,no,cash,mobile_app
CUST7286,Bradley Guerrero,Female,58,Accra,Ghana,returning,ORD000073,2024-09-29,30/09/2024,01/10/2024,cancelled,PROD109,HyperGrid Laptops,Electronics,Laptops,HyperGrid,PrimeSource,4,2075.0,8300.0,24.94,126.78,985.91,11.88,Lagos,,1,3.0,positive,Y,1891,276,0.21,Y,transfer,store
CUST9115,Jorge Davidson,Male,54,Lagos,Kenya,returning,ORD000074,01-22-2024,25/01/2024,01-24-2024,delivered,PROD853,Zentrix Consoles,Gaming,Consoles,Zentrix,GlobalTech,1,611.02,611.02,46.54,39.36,180.79,29.59,Accra,UPS,-1,4.0,neutral,no,1190,201,0.08,yes,transfer,website
CUST6747,Angela Pratt,female,52,lagos,Kenya,VIP,ORD000075,23/08/2023,08-24-2023,09-01-2023,Delivered,PROD160,Auralis Cleaning,Home Appliances,Cleaning,Auralis,PrimeSource,3,1095.95,3287.85,29.37,88.73,-7.25,-0.22,Abuja,GIG,8,1.0,,no,2329,356,0.13,Y,cash,store
CUST6362,Desiree Hill,F,23,Nairobi,South Africa,returning,ORD000076,01-04-2024,09/01/2024,2024-01-09,returned,PROD374,Auralis Cleaning,Home Appliances,Cleaning,Auralis,GlobalTech,6,282.83,1696.98,45.74,11.66,329.89,19.44,Abuja,DHL,0,4.0,,Yes,3554,208,0.17,N,transfer,marketplace
CUST3604,Christopher Beck,M,23,Nairobi,Kenya,new,ORD000077,2024-02-01,2024-02-05,14/02/2024,pending,PROD816,Zentrix Shoes,Fashion,Shoes,Zentrix,NextWave,2,153.51,307.02,40.8,6.35,71.41,23.26,Lagos,GIG,9,2.0,,Yes,889,27,0.22,no,wallet,marketplace
CUST3246,Michael Reyes,male,59,Nairobi,Ghana,new,ORD000078,2022-01-18,21/01/2022,30/01/2022,pending,PROD866,Zentrix Cooling,Home Appliances,Cooling,Zentrix,NextWave,8,221.36,1770.88,23.04,144.67,40.69,2.3,lagos,FedEx,9,,negative,N,269,43,2.97,no,transfer,mobile_app
CUST7418,Megan Robertson,Male,33,Abuja,South Africa,new,ORD000079,2024-10-20,10-24-2024,2024-11-01,Returned,PROD496,OmniCore Men Wear,Fashion,Men Wear,OmniCore,NextWave,6,151.88,911.28,35.24,7.0,-28.56,-3.13,Lagos,GIG,8,5.0,,No,3345,85,0.18,N,transfer,marketplace
CUST2369,Timothy Mitchell,female,31,Cape Town,Ghana,returning,ORD000080,03-11-2024,03-14-2024,03-23-2024,Delivered,PROD547,Zentrix Shoes,Fashion,Shoes,Zentrix,SupplyHub Ltd,4,146.94,587.76,44.5,112.4,-49.55,-8.43,lagos,DHL,9,5.0,negative,yes,3096,130,0.13,N,wallet,website
CUST1480,William Hughes,Female,35,Accra,Nigeria,new,ORD000081,06-07-2022,09/06/2022,2022-06-15,returned,PROD261,Auralis Cleaning,Home Appliances,Cleaning,Auralis,SupplyHub Ltd,2,812.35,1624.7,28.31,60.53,-109.59,-6.75,Lagos,,6,4.0,neutral,Y,2083,214,0.1,N,wallet,marketplace
